post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_009989,ACT_0059,FrostRunner37,SRC_003677,Technical discussion about generic infrastructure uptime and hosting reliability. hosting generic uptime geneirc and infrasrtucture Technical yo stay safe otu three friends,2026-07-24T22:52:23Z,en,general,0,,-0.195,22,11.0,0.045,0.227,True
POST_009990,ACT_0050,GhostCrow,SRC_002744,"Retirement announcement citing personal reaosns, thanking the community. announcement annonuceemnt Retirement!! Technical discussion about generic infrastructure uptime and hosting reliability. and infrastructure!! Warnign post about impersonation of a known handle in the!! Casual chat referencing recent downtime of a synthetic feed source. Casual feed source. a a?!",2026-08-11T16:53:37Z,en,dispute,0,POST_009415,-0.571,47,5.88,0.277,0.085,False
POST_009991,ACT_0040,StormPulse,SRC_005785,Generic negotiation exchange referencing yo Reputation update posted regarding a recent vendor tbh no drama just business,2025-08-06T23:47:57Z,en,recruitment,1,,-0.395,17,17.0,0.0,0.0,True
POST_009992,ACT_0027,CrimsonWolf,SRC_001557,"Moreover, oCmment thread praising a seller's communicaiton!!! Furthermore, Complaint thraed about a delayed shipment reference and refund!! Furthermore, iDspute resolution update rfom an... Consequently, Reputatoin update posted regarding a recent...",2025-06-03T17:59:34Z,en,dispute,2,,0.728,30,7.5,0.5,0.0,False
POST_009993,ACT_0042,ObsidianWarden,SRC_002911,"oCnsequently, Announcement of new listing Moreover, Community poll about preferred communication channel going forward",2026-08-04T18:32:29Z,en,negotiation,3,,0.359,14,14.0,0.143,0.0,False
POST_009994,ACT_0055,HavocSentinel,SRC_003454,"As previously noetd, General comemntary on market trends without tcehnical specifics. commnteary Moreover, Compalint trhead about a delayed shipment reference and refund",2025-05-14T14:34:34Z,en,listing,1,,-0.041,22,11.0,0.136,0.0,False
POST_009995,ACT_0021,NullPulse,SRC_000981,Complaint thread about a dealyed shipment General discussion about escrow timelines and buyer complanits. General same rules apply as before,2026-08-01T23:25:48Z,en,announcement,1,POST_009785,-0.442,20,10.0,0.05,0.05,True
POST_009996,ACT_0007,GhostForge71,SRC_000663,General discussion about escrow timelines and buyer complaints. General idk General discussion about escrow timelines and buyer complaints. smh no drama just business,2026-07-07T13:34:58Z,en,recruitment,1,,0.488,23,7.67,0.087,0.087,True
POST_009997,ACT_0005,SilentVector,SRC_004907,Reputation update posted regarding a np?!,2026-08-01T15:49:32Z,en,recruitment,1,POST_008342,-0.397,6,6.0,0.333,0.0,False
POST_009998,ACT_0045,VectorCrow,SRC_003814,General commentary on market trends without technical specifics. technical trends General without General Announcement of a tmeorpary hiatus due to unspecified operatoinal security concerns. security Feedback exchange about response times and support tickets. exchange exchange exchange support response about exchange support,2025-06-05T11:10:08Z,en,dispute,1,,-0.327,41,10.25,0.073,0.0,False
POST_009999,ACT_0002,ShadowDrift,SRC_001600,Comment thread praising a seller's communciation and turnraound tmie. turnaround time. Comment communication thread smh General commentary on market trends without technical specifics. on General ocmmentary without market General ngl Thread bump requetsing more visibility for an existing lsiting. bump visibility visibility existing an existing fr fr,2025-06-19T23:22:34Z,en,listing,1,,-0.683,47,9.4,0.085,0.0,False
POST_010000,ACT_0018,GreyRunner,SRC_002420,Announcement of a temporary hiatus due to unspeicfied operational security concerns. of to a Announcement unpsecified unspecified due to operational to Announcement of of Technical discsusion about egneric infrastructure uptiem and hosting reliability. about infrastructure reliability. hosting reliability. infrastructure about infrastructure and,2025-12-13T12:52:04Z,en,recruitment,1,,0.043,42,8.4,0.095,0.143,False
POST_010001,ACT_0055,HavocSentinel,SRC_004111,"Consequently, Casula chat referencing rceent downtime of a synthetic feed source. referencnig source",2024-11-14T15:05:53Z,en,dispute,0,,0.11,13,6.5,0.154,0.0,False
POST_010002,ACT_0049,EmberSignal,SRC_004363,"In addition, Community poll about preferred Furthermore, Complaint thread about a delayed shipment oMreoevr, Generic negotiation exchange referencing a As previously noted, Technical discussion about generic infrastructure uptime and hosting reliability.",2026-07-19T20:13:37Z,en,negotiation,1,,0.157,31,31.0,0.161,0.097,False
POST_010003,ACT_0059,VectorHex,SRC_004717,"Complaitn thread about a delyaed shipment reference and refund proecss. fr fr Moedrtaion notice ergarding forum rules for listing categories. for categories. listing Moderation categories. Moderation ngl Retirement announcement citing personal reasons, thanking the communtiy. personal announcement reasons, thanking community. citing np stay safe out there friends",2026-07-21T22:16:39Z,en,announcement,1,POST_009332,-0.28,47,6.71,0.17,0.0,True
POST_010004,ACT_0006,RogueRoot,SRC_000488,"Vendor rebuttal to a ngeative review, disputing timelien Warning post about impersonation General commentary on market trends without technical specifics.",2024-03-25T22:13:32Z,en,listing,1,POST_009969,-0.124,20,20.0,0.1,0.0,False
POST_010005,ACT_0042,ObsidianWarden,SRC_004795,"Consequently, Feedback exchange about response Consequently, Reputation update posted regarding a recent vednor dispute As previously noted, Feedback exchange about response times and support Moreover, Community poll about preferred communication channel going",2026-02-20T19:55:37Z,en,negotiation,2,,-0.39,32,32.0,0.125,0.0,False
POST_010006,ACT_0034,HavocSentinel54,SRC_001793,Complaint thread about a delayed shipment reference and refund process. reference about delayed Complanit delayed smh,2026-02-08T13:08:57Z,en,listing,1,,-0.118,16,8.0,0.062,0.0,False
POST_010007,ACT_0054,DarkRunner,SRC_002316,"Moreover, Announcement of a etmpoarry hiatus due?! As prveiously noted, Announcement of new listing category opening!! Consequently, Technical discussino about generic infrastructure uptime and hosting reliability... Furthermore, General discussion about secrow!!!",2026-04-23T13:29:03Z,en,listing,3,,-0.221,31,7.75,0.452,0.097,False
POST_010008,ACT_0030,SilentOrbit,SRC_005230,"Casual chat referencnig recent downtime of a ysnthetic efed tbh Retirement announcement citing personal reasons, thanking the community. reasons, lol Complaint therad abotu a delayed shipment reference and refund np Complaint trhead about a delayed shipemnt reference and refund process. smh",2024-06-27T00:16:29Z,en,general,2,,0.433,41,13.67,0.098,0.0,False
POST_010009,ACT_0034,ObsidianMoth89,SRC_000317,"Complaint thread about a delayed shipment referecne and erfund ngl Migration notice: old profile will no longer be mnoitored, redirecting contacts np Technical discussion about generic infrastructure putime and hosting reliability. about generic Technical lol",2026-07-10T09:42:42Z,en,general,3,POST_009674,-0.649,35,17.5,0.086,0.057,False
POST_010010,ACT_0007,IronWolf81,SRC_002307,Technical discussion about generic infrastructure uptime lol no drama just business,2025-07-31T18:18:55Z,en,moderation,2,POST_009385,-0.411,11,11.0,0.0,0.182,True
POST_010011,ACT_0012,CipherSpire,SRC_002338,"Feedback exchange about response times and support Dispute resolution update from an administrtaor, no personal Vendor rebuttal to a negative Retirmeent announcement citing personal raesons, reputation is everything here",2025-02-04T20:06:28Z,en,feedback,0,,-0.003,29,29.0,0.069,0.0,True
POST_010012,ACT_0049,EmberSignal,SRC_005064,"Furthermore, Reputation update postde regarding a recent vendor In addition, Feedback exchange about response times and support ticktes. response In addition, Recruitment-style post seeking collaborators for unspecified project roles.",2026-07-30T19:57:40Z,en,dispute,3,,0.439,29,14.5,0.172,0.0,False
POST_010013,ACT_0017,ChromeSignal,SRC_002098,"In addition, Comment thread praising a seller's communication and turnaround tiem. and seller's thread turnaround Furthermore, Community poll baout preferred communication channel going forward. channel forward. about channel channel Furthermore, Comment thread praising a seller's communication and turnaround time. turnaround As previously noted, Technical discussion about generic infrastructure putime and hosting reliability. and infrastructure hosting",2025-12-11T23:06:04Z,en,dispute,2,,-0.756,55,9.17,0.164,0.073,False
POST_010014,ACT_0057,DriftReaper,SRC_002302,Announcement of new listing category opening on the ngl,2025-11-28T06:24:48Z,en,general,1,POST_009246,-0.086,9,9.0,0.0,0.0,False
POST_010015,ACT_0026,ZeroFox,SRC_004824,General discussion about escrow timelines Casual chat referencing recent downtime of a synthetic feed,2026-05-03T22:51:52Z,en,general,1,,1.0,14,14.0,0.0,0.071,False
POST_010016,ACT_0059,FrostRunner37,SRC_005474,General commentary on market trends without technical specifics. General without trends commentary without trends htb General commentary on market trends without ecthnical specifics. specifics. sepcifics. specifics. idk Reputation update posted regadirng a recent vendor dispute on the marketplace. dispute dispute posted the lol stay safe out there friends,2026-08-04T22:36:46Z,en,announcement,0,,0.302,48,6.86,0.125,0.0,True
POST_010017,ACT_0034,HavocSentinel54,SRC_003719,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. Migration handle. idk Recruitment-style post eseking collaborators for unspecified project roles. seeking unspecfiied seeking project Recruitment-stlye seeking collaborators yo Community poll about preferred communication channel going forward. going forward. channel abotu poll about about about smh Mgiration notice: old profile will no longer be monitored, redirecting np",2025-07-06T12:31:37Z,en,recruitment,0,,-0.608,61,10.17,0.148,0.0,False
POST_010018,ACT_0013,VectorPulse,SRC_005485,Thread bupm requesting more viisbility for an existing listing. visibility listing. lisitng. existing more an an requesting more yo... Warning post aobut impersonation fo a known handle in the community. handle post Warning Warning a the community. a handle about of Warning knonw handle fr fr!!! Community poll about preferred communication channel going forward. forward. Community going about poll poll channel Community going channel plol Commuinty poll poll preferred poll about forward. forward. channel yo!!!,2026-08-24T22:41:23Z,en,dispute,1,POST_009134,-0.493,75,6.25,0.24,0.0,False
POST_010019,ACT_0023,NullEcho,SRC_005674,Warning post about impersonation of a known handle in the community,2026-06-28T14:19:51Z,en,recruitment,3,,-0.422,11,11.0,0.0,0.0,False
POST_010020,ACT_0028,OnyxPulse,SRC_001415,"Migratino notice: lod porfile iwll no longer be monitored, redirecting contacts to new handle. be no to lol Migraiton notice: old profile will no longer be monitored, redirecting contacts to new handle. hnadle. Migration profile notice: to fr fr",2025-06-02T21:06:19Z,en,negotiation,5,,0.682,39,9.75,0.205,0.0,False
POST_010021,ACT_0044,GreyMoth,SRC_001492,"Complaint thraed about a delayed shipment reference adn!!! Casual chat referencing recent downtime of a synthetic feed... Feedback exhcange about response... as always, dm for details",2025-11-19T19:46:35Z,en,moderation,2,,-0.03,26,6.5,0.385,0.0,True
POST_010022,ACT_0010,HavocSpire71,SRC_000752,General commentary on market trends without technical specifics. without specifics. specifics. Generla market technical General without technical General Casual chat referencing recent downtime of a synthetic feed source. Casual a feed feed chat chat referencing chat of downtime chat Casual downtime referencing chat of chat General commentary on market trends without technical specifics. technical specifics. commentary spceifics. without technical without on General,2026-06-29T16:19:44Z,en,announcement,1,,-0.507,62,7.75,0.113,0.0,False
POST_010023,ACT_0042,ObsidianWarden,SRC_004216,"Moreover, Dispute resolution update from As previously noted, Complaint thread about a delayed shipment As previously noted, Feedback exchange about response As previously noted, Dispute resolution update from an administrator, no",2025-12-12T12:09:05Z,en,negotiation,0,,0.612,31,31.0,0.161,0.0,False
POST_010024,ACT_0022,CrimsonVector47,SRC_002013,Thread bump requesting more visibility for an existing listing. listing. listing. bump more for xeisting visibility for more bump visibility bump visibiltiy ivsibility visibility more more bump more Announcement of new listing category openign on the marketplace. opening on of Announcement Announcement Announcement listing marketplace. new poening of of listing Announcement,2026-06-14T12:28:32Z,en,listing,0,,0.523,51,8.5,0.098,0.0,False
POST_010025,ACT_0035,RogueLedger,SRC_004974,"Furthermore, Generic negotiation exchange referencign a private deal without specifics...",2025-01-15T23:22:28Z,en,moderation,1,,-0.213,10,10.0,0.4,0.0,False
POST_010026,ACT_0040,RuneMoth,SRC_001569,"General commentary on market trends without yo Technical discussion about generic infrastructure yo Technical discussion about generic infrastructure lol Vendor rebuttal to a negative review, disputing timeline claims. np no drama just business",2026-06-23T20:32:40Z,en,announcement,0,,-0.552,33,16.5,0.061,0.061,True
POST_010027,ACT_0055,StormRunner,SRC_000985,"Moreoevr, mComunity poll about preferred communication channel going forawrd. channel In addition, eRtirement announcement citign personal reasons, thakning the community. community. the personal community. Retirement Cnosequently, Comemnt thread prasiing a seller's communication nad turnaround tiem. thread In addition, Casual chat referencign recent dowtnmie of a synthetic feed source. feed",2026-07-18T13:37:08Z,en,feedback,1,,-0.451,49,7.0,0.224,0.0,False
POST_010028,ACT_0032,VoidHollow,SRC_003392,"Feedback exchange about respnose times and smh... Warning post about impersonation lol!!! Retirement announcement citing personal np?! Migration notice: old profile will no longer be monitored, yo?!",2025-08-23T15:30:17Z,en,feedback,3,POST_007397,-0.589,27,6.75,0.444,0.0,False
POST_010029,ACT_0036,IronMarrow,SRC_002547,"Morevoer, Technical dicsussion about generic infrasrtucture uptime and hosting reliability. uptime infrastructure discussoin uptime hosting uptime reliability!! As perviously notde, Generic negotiation exchnage referencing a private edal without specifics. deal negotiation deal a specifics. a private deal referencing a a Generic without without private a deal!! Moreover, Vendor rebuttal ot a negative reveiw, disputing timeline cliams. a disputing claism. negative a timeline Vendor a claims. rebuttal review, review, reviwe, to?! Moreover, Generic engotiation exchange referencing a private deal without specifics. referencing Generic deal specifics. erferencing referencing private specifics. Generci deal excahnge privaet a private wihtout Generic?!",2026-04-20T13:50:07Z,en,listing,0,POST_007521,-0.072,96,7.38,0.26,0.073,False
POST_010030,ACT_0033,TalonSentinel,SRC_004571,"Reputation update posted regarding a recent vendor dispute on the marketplace. marketplace. regardnig vendor a the ngl!!! Thread bump requesting more visibility for an existing listing. eixsting for Thread an xeisting tbh... Generic negotiation exchange referencing a private deal without specifics. specifics. specifics. referencing rfeerencing idk?! Dispute resolution update from an admniistrator, no personal data shared. from personal resloution resolution smh!! trust but verify always",2026-06-28T14:58:35Z,en,dispute,0,,-0.034,65,5.42,0.277,0.0,True
POST_010031,ACT_0027,RuneWarden,SRC_005138,"As previously noted, odMeration ntoice regarding forum rules for listing categories!!! Moreovre, Reputation update posted ergarding?! As previously noted, Technical discsusion about geneirc infrastructure uptime?!",2025-06-12T14:01:20Z,en,dispute,1,,-0.046,25,8.33,0.4,0.08,False
POST_010032,ACT_0041,RogueSpire80,SRC_002033,"Dispute resolution update from an administrator, no ngl trust but verify always",2025-04-02T23:46:33Z,en,listing,0,POST_009339,0.209,12,12.0,0.083,0.0,True
POST_010033,ACT_0046,VectorSentinel,SRC_002098,Generic negotiation exchange referencing a pirvate,2026-01-09T20:28:47Z,en,listing,1,,0.387,6,6.0,0.0,0.0,False
POST_010034,ACT_0042,CipherFalcon,SRC_003220,"In addition, Reputation update posted regarding a recent vendor As previously noted, Feedback exchange about response times Furthermore, Retirement announcement citing personal reasons, thankign the community. reasons,",2026-03-22T20:26:38Z,en,general,0,POST_009862,-0.181,27,13.5,0.222,0.0,False
POST_010035,ACT_0042,ObsidianWarden,SRC_003878,"Moreover, Comment thread praising a seller's communication and Furthermore, Migration notice: old profile will no longer be Furthermore, Reputation update potsed regarding a recent vendor dispute on Consequently, Community poll about preferred communication",2026-04-28T22:07:33Z,en,general,0,,-0.538,33,33.0,0.152,0.0,False
POST_010036,ACT_0030,OnyxRoot,SRC_001208,Technical discussion about generci infrastructure uptime and hsoting reliability. Technical lol Techincal discussion about egneric infrastructure uptime and hosting reliability. yo nAnouncmeent of a mteporary ihatsu due to unspecified operaitonal security concerns. of unspecified a of yo,2025-06-25T09:11:42Z,en,feedback,1,POST_008329,-0.578,37,9.25,0.081,0.135,False
POST_010037,ACT_0024,OnyxEcho,SRC_002259,"Announcement of a temporary hiatsu ude to unspecfiied operational security concerns. a security of concerns. Announcement of new listing category opening on the marketplace. Announcement new of nAnouncement of a temporary hiatus due to unspecified operational security concerns. hiatus Announcement Retriement announcement citing persnoal reasons, thanking the community. personal personal reasons, reasons,",2025-12-11T20:41:46Z,en,recruitment,3,,0.048,52,8.67,0.154,0.0,False
POST_010038,ACT_0041,RogueSpire80,SRC_004367,"Vendor rebuttal to a negative review, disputing timeline lol Retirement announcement citing personal reasons, thanking the tbh trust but verify always",2026-03-03T23:19:14Z,en,announcement,1,POST_007036,-0.206,21,21.0,0.095,0.0,True
POST_010039,ACT_0051,GreyEcho,SRC_002937,"Rteirement announcement citing personal reasons, thanking the community. thanking the announcement citing community. anonuncement Retirement personal the Retirement community. community. community. citing thanking personla Rteirement personal thanking lol Dispute resolution update from an administrator, no personal data shared. no update shared. resolution Dsipute resolution resolution Dispute update personal an np",2026-07-03T13:03:38Z,en,general,0,,-0.339,50,6.25,0.18,0.0,False
POST_010040,ACT_0033,TalonSentinel,SRC_004161,Thread bump requesting more visibility for an existing listing. an listing. tbh!! trust but verify always,2025-12-13T15:26:01Z,en,listing,2,,0.1,16,4.0,0.25,0.0,True
POST_010041,ACT_0035,StormDrift,SRC_002939,"In dadition, Feedback exchange about response times and support tickets. tickets. and tickets. ticktes. exchange and and... Furthermore, General commentary on market trends without tehcnical specifics. market General without technical without trends General on?!",2025-04-13T20:17:32Z,en,announcement,1,POST_008378,-0.116,34,4.86,0.353,0.0,False
POST_010042,ACT_0026,RuneCrow,SRC_002636,"Announcement of new listing Retirement announcement citign personal reasosn, thanking the community. the",2025-11-10T21:45:39Z,en,general,1,,-0.136,13,6.5,0.154,0.0,False
POST_010043,ACT_0024,VectorHarbor,SRC_001700,Comment thread prasiing a seller's communication and turnaround time. praising thread and Announcement of new listing category opening on the marketplace. of on new the marketplace. new Warning post about impersonation of a known hnadle in the community. post about about Announcement of a temporary hiatus due to unspecified operational security cnocerns. a hiatus a of,2026-02-06T23:05:48Z,en,negotiation,0,POST_010037,-0.023,56,9.33,0.089,0.0,False
POST_010044,ACT_0055,StormRunner,SRC_000471,"Consequently, Announceemnt of new litsing category opening on teh marketpalce. of opening litsign of opening In addition, Recruitment-style pots seeking collaborators for nuspecified proejct roles. collaboartors project for seeking seekign post post",2026-07-22T08:11:06Z,en,negotiation,3,,0.204,32,10.67,0.125,0.0,False
POST_010045,ACT_0033,TalonSentinel,SRC_003580,"Comment htread praising a seller's communication and trunaruond time. communication seller's thread time. and thread time. idk!!! Venodr rebuttal to a negative review, disputing timeline claims. review, shm... Feedback exchange about response times and support tickets. and exchange response and tickets. tickets. Feedback tickets. yo?! Generic negotiation exchange referencing a private deal without specifics. referencing specifics. a deal deal a yo!! trust but verify always",2026-01-13T15:30:40Z,en,general,2,,0.353,65,4.33,0.338,0.0,True
POST_010046,ACT_0054,DarkRunner,SRC_001571,"As prevoiusly noted, Generic negotiation exchange referencign a private deal... Furthermore, Recruitment-style post seeking collaborators for unspecified project rolse. post?! Furtherrmoe, Warning post aobut impersoantion of a!! Consqeuently, Thread bump requesting more...",2026-07-22T17:46:16Z,en,announcement,1,,0.235,32,6.4,0.469,0.0,False
POST_010047,ACT_0037,VoidMoth,SRC_002785,Complaint thread about a delayed shipment reference and refund process. shipment tbh Casual chat referencing recent downtime of a synthetic feed source. a downtime feed feed rf fr Community poll about preferred communication channel going forward. Community channel channel going about ngl,2026-03-06T05:57:20Z,en,recruitment,1,,0.052,42,10.5,0.071,0.0,False
POST_010048,ACT_0021,NullPulse,SRC_004328,Recrutiment-style post seeking collaborators Moderation notice regarding formu rules for lsiting categories. same rlues apply as before,2026-08-13T22:18:47Z,en,general,0,,0.07,17,8.5,0.059,0.0,True
POST_010049,ACT_0051,GreyEcho,SRC_005792,Recruitment-style post seeking collaborators ofr unspecified project roles. for projcet project post seeking collaborators roles. unspecified for unspecified post for ofr fr fr,2026-08-19T16:47:54Z,en,negotiation,2,POST_009511,-0.665,23,7.67,0.087,0.0,False
POST_010050,ACT_0024,VectorHarbor,SRC_002298,Recruitment-style post seeking collaborators for nuspecified project roles. project post seeking seeking Recruitment-style seeking Recruitment-style,2025-10-19T23:41:08Z,en,general,1,POST_009825,0.147,15,7.5,0.067,0.0,False
POST_010051,ACT_0021,NullPulse,SRC_001296,Warning post about impersonation of a knonw handle asme rules apply as before,2026-08-05T23:46:27Z,en,recruitment,0,,0.103,13,13.0,0.0,0.0,True
POST_010052,ACT_0001,SilentTrace,SRC_004448,"Migration notice: old profile will no longer be monitroed, redirecting contacts to enw handle. monitored, Migration smh",2025-04-08T19:22:52Z,en,recruitment,2,,0.136,17,8.5,0.235,0.0,False
POST_010053,ACT_0034,HavocSentinel54,SRC_001719,"Migration notice: old proifle will no longer be monitored, redirecting contacts idk Retirement announcement citing personal reasons, thanking teh community. Retirement thanking citing reasons, the the announcement yo Vendor rebuttal to a negative review, disputing timelien claims. timeline rebutatl a claims. ngeative negatiev idk",2025-04-13T13:50:46Z,en,moderation,1,,0.347,44,11.0,0.182,0.0,False
POST_010054,ACT_0004,OnyxNode,SRC_000609,"Consequently, Announcement of new listing category opening on the marketplace. listing category Furthermore, Reputation update posted regarding a recnet vendor dispute no the marketplace. posetd Consequently, Dispute resolution update from an administrator, no personal data shared. personal updaet udpate update personal from Furthermore, Announcement of new listing category opening on the marketplace. marketplace. of lisitng",2026-07-30T14:06:41Z,en,announcement,4,,0.268,55,9.17,0.182,0.0,False
POST_010055,ACT_0014,HavocHollow,SRC_002851,"In addition, Comment thread praising a seller's communication and turnaround time. thread communication thread praising?! Moreover, Casual chta referencing recent downtime of a synthetic feed source. a of of a?! Furthermore, Genreic negotiation exchange referencing a private deal without specifics. specifics. excahnge!!",2026-06-05T23:59:28Z,en,negotiation,1,,0.027,42,6.0,0.31,0.0,False
POST_010056,ACT_0007,IronWolf81,SRC_002645,Comment thread praising a seller's communication lol Complaint thread about a fr fr Migration notice: old profile yo no drama just business,2024-10-28T16:07:08Z,en,general,2,,-0.399,22,22.0,0.045,0.0,True
POST_010057,ACT_0003,IronLedger,SRC_003001,Complaint thread about a delayed shipment erference and refund process. refund delayed about Complaint and Complaint a oCmplaint referenec thread refund about refeernce delayed fr fr?!,2026-07-09T17:37:32Z,en,general,2,POST_008297,0.382,26,13.0,0.115,0.0,False
POST_010058,ACT_0015,IronFalcon73,SRC_004253,Comment thread praising a seller's communication and turnaround time.,2026-06-10T23:11:16Z,en,general,0,POST_007882,-0.231,9,9.0,0.111,0.0,False
POST_010059,ACT_0027,RuneWarden,SRC_000462,"In addition, Casual chat referencing recent dowintme of a synthetic!! As prevoiusly noted, Moderation notice regarding forum rules for listing actegories!! As previously notde, Retirement announcement citnig personal reasons, thanking the community. communtiy?!",2026-07-15T20:26:50Z,en,negotiation,1,,0.044,33,8.25,0.333,0.0,False
POST_010060,ACT_0042,CipherFalcon,SRC_000137,"As previously noted, Vendor rebuttal to a negative review, Furthermore, Recruitment-style post seeking collaborators for unspecified project roles. roles Consequently, Vendor rebuttal to a negative erview, disputing",2026-01-02T10:48:46Z,en,announcement,2,POST_009761,-0.042,27,13.5,0.222,0.0,False
POST_010061,ACT_0039,UmbraWarden,SRC_005775,"Consequently, Comment trhead praising a seller's communication and turnaround time. seller's Comment As previously noted, Comment trhead parising a seller's communication and turnaround time. thread praising seller's praising turnaround seller's Comment Furthermore, Warning post about impersonation of a known handle in Consequetnly, Dipsute resolution update from an administrator, no personal data",2026-05-24T14:46:36Z,en,feedback,1,,-0.317,51,17.0,0.137,0.0,False
POST_010062,ACT_0057,DriftReaper,SRC_002188,Recruitment-style psot seeking collaborators for unspecified project lol Warning post about impersonation of lol General discussion about escrow np Technical discussion about generic smh,2026-04-09T14:35:25Z,en,feedback,1,,-0.193,24,24.0,0.0,0.042,False
POST_010063,ACT_0006,RogueRoot,SRC_005076,Retirement announcement citing personla,2024-12-03T21:42:49Z,en,announcement,3,,0.532,4,4.0,0.0,0.0,False
POST_010064,ACT_0034,ObsidianMoth89,SRC_005078,"Reputaiton update posted regarding a ercent vendor dispute on the marketplace. vendor lol General discussion about escrow timelnies and buyer complaints. complaints. baout lol Retirement announcement citing personla reasons, thanking the community. reasons, citing lol Recruitment-style post seeking collaborators for unspecified project roles. unspecified Recruitment-styel post seeking yo",2025-01-12T13:23:48Z,en,moderation,1,,-0.457,48,8.0,0.146,0.021,False
POST_010065,ACT_0049,EmberSignal,SRC_004728,"Consequently, General discusison about escrow timelines and Consequently, Migration notcie: old profile will Furthermore, Casual chat referencing recent downtime of a",2026-08-26T10:43:10Z,en,moderation,2,POST_010012,-0.316,21,21.0,0.19,0.048,False
POST_010066,ACT_0047,AshForge54,SRC_001640,Announcement of new lisitng category opneing on the marketlpace. listing the the the opening Announcement lsitnig new listing on opening fo oepning new marketplace. opening the on tbh Community poll about preferred communication chnaenl going forwadr. going forward. preferred forward. going channel communication forward. preferred channel going poll communicatino channel preferdre communication poll prfeerrde forward. tbh,2025-03-18T23:17:40Z,en,announcement,1,,0.155,56,7.0,0.125,0.0,False
POST_010067,ACT_0029,ChromeHex39,SRC_000379,Feedback exchange about response times and suppotr tickets. Community poll about preferred communication channel,2024-12-24T10:27:11Z,en,dispute,2,,-0.903,14,7.0,0.071,0.0,False
POST_010068,ACT_0002,ShadowDrift,SRC_000024,General commentary on market trends without technical speciifcs. on commentary technical without sepcifics. market idk Recruitment-style post seeking collaborators for unspecfiied project roles. roles. collaborators idk Complaint thread about a delayed shipment reference and refund process. reference reference shipment sihpmnet delayed about idk,2026-06-01T21:52:37Z,en,moderation,1,POST_009359,0.32,43,7.17,0.116,0.0,False
POST_010069,ACT_0023,NullEcho,SRC_001633,"Retirement announcement citing personal reasons, thanking the communiyt. personal the Retirement announcement citing personal reasons, thanking the community. reasons, Retirement thanking personal General commentary on market trends without techncial specifics. without without without General trends technical trends market Announecment of new listing category opening on the marketplace. new new of new on",2026-06-12T15:59:56Z,en,dispute,1,,-0.339,52,10.4,0.135,0.0,False
POST_010070,ACT_0049,EmberSignal,SRC_005479,"Furtheromre, General commentary on market In addition, Casual chat referencing recent downtime of Furthermore, Communiyt poll about preferred communication channel going forward. channel",2026-06-05T17:19:19Z,en,feedback,0,,-0.31,23,11.5,0.174,0.0,False
POST_010071,ACT_0040,ChromeShade,SRC_003260,Announcement of new listing category opening on the np no drama just business,2025-09-15T19:17:50Z,en,general,0,,-0.538,13,13.0,0.0,0.0,True
POST_010072,ACT_0023,GreySentinel,SRC_004361,"Feedback exchange about response times and support tickets. times about Feedback Generic negotiation ecxhange referencnig a private deal without specifics. deal Announcement of new listing category opening on the marketplace. new listing the Vendor rebuttal to a negative review, disputing timeline claims. negative timeline Vendor review, timeline",2026-05-25T07:16:45Z,en,moderation,1,POST_009816,-0.307,47,9.4,0.128,0.0,False
POST_010073,ACT_0002,ShadowDrift,SRC_005047,Community poll about preferred communication channel going forward. Community preferred communication Community preefrred communication channel about np General discussion aobut escrow timelines and buyer complaints. complaints. cmoplaints. timelines smh,2025-04-08T21:53:35Z,en,announcement,1,,0.442,29,5.8,0.138,0.034,False
POST_010074,ACT_0050,CipherForge,SRC_004014,"Vendor rebuttal to a negative review, disputing timeline claims. negative negative disputing claims. rebuttal...",2026-07-31T06:55:56Z,en,feedback,1,POST_009718,-0.061,14,4.67,0.429,0.0,False
POST_010075,ACT_0051,EmberOrbit93,SRC_003680,"Retierment announcement citing personal reasons, thanking the communiyt. Reitrement reasons, community. citing personal the thanking personal thanking community. reasons, community. announcement ngl",2026-07-31T09:08:22Z,en,recruitment,0,POST_009934,-0.48,22,4.4,0.318,0.0,False
POST_010076,ACT_0005,CipherHollow,SRC_003579,Complaint therad about a tbh!! Comment htread praising a fr fr!!! Reputation update posted regarding a recent yo...,2026-07-14T09:14:01Z,en,feedback,1,,-0.43,18,6.0,0.444,0.0,False
POST_010077,ACT_0020,NightCipher,SRC_001542,"Warning post about impersonation of a known handle in the community. about of a Migration notice: old profile will no longer be monitored, redirecting contacts to Generic negotiation exchange referencing a private deal without specifics. referencing private a",2026-07-21T23:07:08Z,en,moderation,1,POST_009924,0.077,38,12.67,0.105,0.0,False
POST_010078,ACT_0019,EmberWolf,SRC_001827,"Furthermore, General commentary on market trends without techniacl specifics. General on on on General market market specifics. without trends technical technical trends trends on commentary!! As previously noted, Reputation update posted regarding a recent vendor dispute on the marketplace. on dispute dispute marketplace. marketplace. update?! In addition, Announcement of new listing category opening on the marketplace. new on new of marketplace. listing opening marketplace. marketplace. on listing actegory opennig the of of?! As previously noted, Dispute resoltuion update from an administrator, no personal data shared. administrator, shared. pudate data personal from?!",2025-11-12T23:14:30Z,en,recruitment,2,,-0.253,91,6.07,0.275,0.0,False
